id,source,target
12892,"Der erste Sturm oder nur eine etwas durch die Seewinde hoch getriebene See mußte ihn weiter auf den Sand werfen, zerschmettern und zerstückeln.","De eerste storm de beste, zelfs een onstuimige zee door de zeewinden opgejaagd, zoo het tegen de banken slaan, het verbrijzelen, vernielen en het wrak in alle rigtingen verstrooijen."
2879,"Wenn's mir gehörte, ich würd's nicht vergraben. Ich würd's ausgeben und mir 'ne lustige Zeit machen.""","Indien ik een schat had, zou ik hem niet verstoppen: ik zou er hem doorlappen om een lekker leventje te hebben."""
14838,"Ich habe die Dummheit begangen, mich fangen zu lassen.",Ik ben zoo gek geweest mij te laten pakken.
2772,"Am Abend des zweiten Tages war das Dorfgespräch, daß des Indianer-Joe Erscheinen feststehe, und daß über den zu erwartenden Spruch der Geschworenen nicht der geringste Zweifel entstehe.",Aan den avond van den tweeden dag liep in het stadje het gerucht dat het feit door Injun Joe's verklaring volkomen was bewezen en dat er geen twijfel meer bestond omtrent de uitspraak der jury.
6299,"Glenarvan veranlaßte Paganel, den Patagonier zu fragen, ob er nicht davon gehört habe, daß Fremde den Indianern der Pampas in die Hände gefallen seien.","Glenarvan verzocht nu Paganel om den Patagoniër te vragen, of hij ook gehoord had, dat vreemdelingen in de handen van Indianen uit de pampa's gevallen waren."
10886,"Uebrigens war auch anzunehmen, daß sie sich gar nicht in den Einöden des Murray-Gebietes umhertrieben, wo sie nichts auszurichten vermochten, und auch nicht nahe den Colonien von Neu-Süd-Wales, wo die Wege sehr gut überwacht sind.","Ook was het niet waarschijnlijk, dat zij zich in die woestijnen van de Murray zouden wagen, waar zij niets uitrigten konden, noch in de rigting der koloniën van Nieuw-Wales, waar de wegen zeer goed bewaakt worden."
11424,"Er bereitete irgend einen bösen Streich gegen den Irländer vor, als sich ihm eine günstigere Gelegenheit darbot.","""Hij had het een of ander slecht plan met den Ier, toen zich een beter gelegenheid voor hem opdeed. Het toeval heeft ons bij hem gebragt."
8985,"Es waren bereits manche solcher Korallenriffe vorhanden, welche den Rumpf eines Schiffes durchbohren konnten, so daß die Britannia mit Mannschaft und Gut konnte zu Grunde gegangen sein.","Zooals zij daar lagen, waren zij reeds in staat om de kiel van een schip te vernielen, en de _Britannia_ kon daar ligt met man en muis zijn vergaan."
13295,"– Und Ihrer Meinung nach, sprach Glenarvan zu Paganel, wären die Provinzen von Taranaki und Auckland der künftige Kriegsschauplatz.","""En naar uwe meening, Paganel!"" zeide Glenarvan, ""zouden de provinciën Taranaki en Auckland het tooneel dier worsteling zijn?"""
6965,"Der Indianer hatte diesen Ausdruck der Erkenntlichkeit nicht abgewartet, um seinem Pferde zu danken, und schon sprach er zu ihm und umarmte es, als ob menschliches Blut in den Adern des stolzen Thieres rollte.","De Indiaan had op dat dankbaar gezegde niet gewacht om zijn paard te bedanken. Hij sprak er mede, hij omhelsde het, alsof er menschelijk bloed in de aderen van het fiere dier stroomde."
7096,Alle hatten sonnverbrannte Gesichter und eine gewisse Familienähnlichkeit.,Allen hadden een taankleurig gelaat en een zekeren familietrek.
1670,"Offenbar waren hier ,,zwei Seelen und ein Gedanke.""",Kennelijk waren deze beide zielen van ééne en dezelfde gedachte vervuld.
14062,"Als er sich darüber vergewissert hatte, glitt er zu Glenarvan und John Mangles hin, die er ihren schmerzlichen Träumereien entriß, indem er sie nach dem Hintergrunde der Hütte führte.","Toen hij zeker was van zijn zaak, sloop de majoor naar Glenarvan en John Mangles, ontrukte hen aan hun droevige denkbeelden en voerde ze naar het achterste gedeelte der hut."
1097,Ein Pirat wollte er werden!,Hij zou zeeroover worden.
12700,Darauf durchsuchten sie das Zwischendeck und endlich das ganze Schiff bis auf den Kiel hinab.,Nu doorzochten zij het tusschendek en het ruim.
1223,",,Pscht!","""St!"
15535,"– Ihr werdet auf diesem Eiland nun an meine Stelle treten, gebe der Himmel, daß Ihr bereuen lernt.","""Gij zult mij op dat onbewoonde eiland vervangen. Moge de hemel u tot inkeer brengen!"""
13866,"John Mangles glaubte den Verstand zu verlieren, wenn er die düstere Verzweiflung der von ihrem Bruder getrennten Mary Grant sah.","John Mangles werd bijna krankzinnig door de stille wanhoop van Mary Grant, die van haar broeder was gescheiden."
6917,"Ich vertraue es Dir an, Thalcave!«","Ik vertrouw hem aan u toe, Thalcave!"""
12355,"Selbst wenn er die ganze Zeit in seiner Cabine zugebracht hätte, so wäre darüber Nichts zu sagen gewesen, wenn der rohe Master sich nicht tagtäglich in Gin oder Brandy halb berauscht hätte.","Niemand zou er iets van gezegd hebben, dat hij altijd in zijn kajuit bleef, als de lompe schipper maar niet dagelijks dronken was geweest van jenever of brandewijn."
10647,"Die Eingeborenen benahmen sich dabei auf eine Art und Weise, welche auch das fühlloseste Herz bewegt hätten; sie stießen Laute ähnlich denen wilder Thiere aus, wenn der Wärter diesen das tägliche Futter bringt.","De inboorlingen begrepen zijn bedoeling, en gaven zich over aan vreugdebetooningen, die het ongevoeligste hart zouden vermurwd hebben. Zij brulden ook gelijk wilde dieren, wanneer de oppasser hun het dagelijksch rantsoen brengt."
6015,»Dort! dort!« rief Glenarvan.,"""Daar! daar!"" riep Glenarvan."
5092,"Hatten Sie, ehe ich an Bord gekommen, die Absicht, zu Madeira anzulegen?","Waart gij, vóór mijn komst aan boord, voornemens om Madera aan te doen?"""
7212,Robert ging schweigend neben ihm mit thränenfeuchten Augen.,"Robert ging weenende naast hem, zonder een woord te spreken."
1717,",,Tüchtig, tüch--tig!!""","""Vooruit, voor--uit!"""
5474,– Und ich! rief der junge Grant.,"""En ik!"" riep de jonge Grant."
13368,Dreißig Meilen nördlich.,Dertig mijlen noordelijker.
4146,"Tom huschte im Zwielicht an die Küste heran, und kurz darauf landeten sie in voller Dunkelheit.","Tom gleed in het schemerdonker, vroolijk met Huck keuvelende, langs den oever voort en zette voet aan wal, toen het geheel duister geworden was."
5677,"– Vorwärts, riefen Glenarvan's Gefährten. – Sie wollen nicht mit uns? fragte er den Catapaz.","""Voorwaarts!"" riepen de reisgenooten van Glenarvan. ""Gaat gij niet met ons mede?"" vroeg deze aan den gids."
250,"Tom war ganz vertieft in seine Anstreicherei, er merkte nichts von der Ankunft des Dampfbootes!",Tom ging voort met witten en sloeg geen acht op de stoomboot.
8411,So wenigstens drückte sich Paganel aus.,Zoo drukte zich althans Paganel uit.
14967,"»Nun, wir hören«, sagte Glenarvan, als seine beiden Freunde am Tische Platz genommen hatten.","""Wij luisteren naar u,"" zeide Glenarvan, zoodra zijn beide vrienden zich aan de tafel in de _longroom_ geplaatst hadden."
1668,Dann kamen Tränen -- schwer und bitter.,Toen begon hij bitter te schreien.
7200,"Indem wir Harry Grant auf der Spur zu sein glaubten, sind wir auf die des jungen Guinnard gerathen!«","Meenende het spoor van Harry Grant te volgen, hebben wij dat van den jongen Guinnard gevolgd."""
9813,"Am nächsten Tage ging Thring aus, um zu untersuchen, ob man in südwestlicher Richtung die Mündung des Adelaideflusses erreichen könne; doch war der Boden für die Füße der Pferde zu sumpfig; man mußte darauf verzichten.","""'s Anderen daags ging Thring onderzoeken, of de mond der Adelaïde ook in zuidwestelijken rigting bereikt kon worden; maar de grond was te moerassig voor den voet der paarden; zij moesten het opgeven."
10707,Das Ganze war ebenso einfach als unerklärlich.,Het was even eenvoudig als onbegrijpelijk.
14760,– Was denn?,"""Wat dan?"""
2151,"Sie fingen an, über ihr Mißgeschick zu jammern; aber plötzlich entdeckten sie, daß das Feuer sich an dem Baum, unter dem es gebrannt hatte, so weit hinauf fortgepflanzt hatte, daß eine Handbreit oder so erhalten geblieben war und noch schwach glimmte.","Al pratende over hun ongeval ontdekten zij, dat het vuur onder het groote blok hout, waartegen het aangelegd was, zoo ver had voortgewoekerd, dat daar waar het blok zich opwaarts kromde en boven den grond verhief, slechts een handje vol hout was blijven smeulen."
9387,Alles war bereit.,Alles was gereed.
9878,"Dann zog man an ausgedehnten Salzlagunen, die im vollen Verdunsten waren, vorbei.","Daarop kwam men door uitgestrekte zoutsteppen, wier verdamping in vollen gang was."
11329,Ich kenne doch das Land einigermaßen.,"John drong er vooral sterk op aan, dat die zending hem zou toevertrouwd worden."
9428,Glenarvan hätte der Versuchung nicht wider stehen können.,Glenarvan had ze onmogelijk kunnen bereizen.
4914,"In dem Augenblicke ging Herr Olbinett vorüber, indem er sich in die Küche begab, die unter dem Vordercastell lag.","Olbinett, die zich naar de keuken onder de voorplecht begaf, ging juist voorbij."
11236,Also können sie uns noch ganz gute Dienste erweisen.,"Dan kunnen zij ons nog goede diensten bewijzen."""
10482,"Alle theilten wohl in Etwas Mac Nabbs' Ansicht, bis auf Paganel, der sich die Stirn abtrocknete und doch beglückwünschte, auch einmal unter schattenlosen Bäumen dahinzuziehen.","Allen waren het met Mac Nabbs eens, op Paganel na, die, terwijl hij zich het voorhoofd afwischte, blijde was onder boomen zonder lommer te kunnen rijden."
5544,Mit seinen Péons sprach er kaum ein Wort.,Hij sprak naauwelijks tot de inlanders.
11049,Thiere und Menschen unterlagen ihrem Einflusse.,Dieren en menschen ondervonden zijn invloed.
14832,"Auf derselben Yacht, auf der er den Herrn zu spielen gedachte, war er nun als Gefangener, und in wenigen Augenblicken mußte sein Schicksal sich entscheiden ...","Op dat jagt, waarop hij als meester hoopte te bevelen, was hij nu een gevangene, en in weinige oogenblikken zou zijn lot beslist worden."
2682,Das schreckliche Geheimnis des Mordes genoß immer noch trauriges Interesse. Es war ein Gegenstand beständiger Aufregung.,"Daarbij kwam nog het vreeselijk geheim van den moord, dat eene slepende ellende bleef voor den armen knaap."
13593,"– Es ist schwer, das auch nur annähernd zu bestimmen, erwiderte Paganel.","""Dat is moeijelijk te zeggen,"" antwoordde Paganel."
234,"Tschuuuhhh!!!""","Daarna begon hij met de rechterhand een cirkel te beschrijven, welke beweging het draaien van een wiel verbeelde."
15465,Bald zeigte sich ein Fahrzeug meinen Blicken.,Weldra ontwaarde mijn oog een schip.
5018,Wir können ihn doch nicht nach Patagonien mitnehmen.,"""Wij kunnen hem toch niet medenemen naar Patagonië."""
4595,"Miß Helena war zweiundzwanzig Jahre alt, eine Blondine mit so blauen Augen, wie das Wasser der schottischen Seen an einem schönen Frühlingsmorgen.",Miss Helena was twee en twintig jaar; zij was een blonde en hare oogen waren zoo blaauw als het water der schotsche meren op een schoonen lentemorgen.
13962,"Diese behielt man sich für die Urheber des Mordes vor, welche, in zwanzig Schritt Entfernung stehend, die Augen von diesem scheußlichen Schauspiel, dem noch gräßlichere Scenen folgen sollten, abwandten.","De martelingen werden bespaard voor de bewerkers van den moord, die twintig schreden verder bij elkander stonden en de oogen afwendden van dat akelig schouwspel, dat nog ontzettender zou worden."
3452,Drei Meilen unterhalb des Dorfes legte das Dampfboot an einem bewaldeten Hügel an.,Drie mijlen voorbij de stad werd de boot bij een boschrijk dal ter reede gelegd.
13575,"Mit seinem Schicksal ganz zufrieden, verfolgte er daher auf seiner ihm gebliebenen Karte den Lauf des Waikato quer durch die Ebenen und Thäler der Provinz.","Volkomen berustend in zijn lot, ging hij op zijn kaart den loop der Waikato door de vlakten en dalen der provincie na."
3195,Es war wirklich Gold.,Het waren goudstukken.
2291,",,Er sagte -- ich denk', er sagte, er hoffe, ich wär besser dran, wo ich setzt sei, aber wenn ich manchmal besser gewesen wär' --""","""Hij zei--geloof ik--dat hij hoopte, dat ik het goed zou hebben in de plaats waar ik was heengegaan, maar indien ik beter had opgepast...."""
3773,",,Na, Becky, denk' doch nur, wir sind doch tief unter ihnen, und ich weiß nicht, _wie_ weit nördlich oder südlich oder westlich oder was sonst.","""Becky, ik geloof dat wij veel dieper zijn dan zij, maar ik weet niet in welke richting, in het noorden, zuiden of oosten."
12676,"Während John so überlegte, und den nächtlichen Himmel um Rath anflehte, ruhten die Passagiere, seinen Worten vertrauend, in ihren Hängematten.","Terwijl John zoo in gedachten verzonken was en licht vroeg aan dien pikdonkeren hemel, lagen de reizigsters, op zijn woord vertrouwende, op haar slaapsteden uitgestrekt."
4881,"– Und sie sind auch in Wahrheit da zu Hause, liebe Helena, sagte Lord Glenarvan.","""En zij zijn inderdaad te huis, lieve Helena!"" antwoordde lord Glenarvan."
11580,Um acht Uhr wurde die Nacht sehr dunkel.,Ten acht ure was het pikdonker.
15615,"Paganel strahlte, war aber hermetisch zugeknöpft; Arabella war eine glänzende Erscheinung.","Paganel was prachtig gekleed, maar tot de kin toe vastgeknoopt, en miss Arabella om te stelen."
8330,"Die Schiffsboote sandte er auf eine Fahrt um die Insel, deren Umfang höchstens siebenzehn Meilen betragen mochte, aus. London oder Paris hätten darauf nicht Platz gehabt, und wenn sie dreimal so groß gewesen wäre.","Zelfs liet bij door de sloepen een togt om het eiland doen, dat hoogstens zeventien mijlen omtrek heeft, Londen of Parijs zouden er niet op kunnen staan, al was het nog driemaal grooter."
13881,"Auch der andere Tag verlief, ohne daß zum Martern der Gefangenen Anstalt getroffen worden wäre.","Ook de volgende dag verliep, zonder dat er toebereidselen voor de doodstraf werden gemaakt."
8640,Ich will diese Frage hier nicht erörtern.,Ik wil hierover thans niet uitweiden.
14217,»Das Grab des Häuptlings Kara-Tété! rief Robert.,"""Het graf van het opperhoofd Kara-Tete!"" riep Robert."
274,"Ich würde dich lassen, wenn's _meine_ Arbeit wäre, Tom.""","Ik had het jou al lang laten doen, als je het mij gevraagd had, Tom!"""
12852,"Die Raa des großen Marssegels wurde ganz aufgehißt, das große Segel und das große Marssegel blieben auf ihren Tauen.","De groot marszeilra werd op het ezelshoofd geheschen, het groote zeil en het groot marszeil bleven opgegeid."
2896,",,Na -- zu allen!""","""Wij moeten ze alle uitgraven."""
14187,Vierzehntes Capitel.,XIV.
1737,"Zwei oder drei Lichtpunkte zeigten, wo es lag, friedlich schlafend, dicht an der breiten Fläche des lichtbeschienenen Flusses, ohne Ahnung von dem Unerhörten, das sich hier zutrug.","Daar lag zij, in diepen slaap verzonken, ver van de onmetelijke watervlakte, waarin duizenden sterren zich spiegelden, onbewust van de vreeselijke gebeurtenis, die juist plaats greep."
10104,"Seit den fünf Jahren, daß der Knabe in Melbourne wohnte, hatte er Niemand von den Seinigen wiedergesehen.","Reeds vijf jaren woonde hij te Melbourne, en in al dien tijd had hij niemand van zijn famielje gezien."
10515,Er hatte nämlich gar Nichts gesehen.,Hij had volstrekt niets gezien.
11093,Einige Blitze erleuchteten den Horizont. (S. 450.),Een gevolg van de eigenliefde der Schotten. Jacques Paganel dronk veel en redeneerde nog meer _de omni re scibili et quibusdam aliis_.
13686,"Diese Köpfe rührten von den feindlichen Officieren, welche in den Kämpfen gefallen waren, her, während ihre Körper den Siegern als Nahrung gedient hatten.","Die hoofden hadden toebehoord aan vijandelijke opperhoofden, die in den strijd gesneuveld waren en wier ligchamen den overwinnaars tot spijs hadden gediend."
9052,"»Jetzt, Mylord, fuhr er fort, möcht' ich Sie fragen, aus welchem Interesse Sie diese Frage an mich richteten.« Darauf erzählte Glenarvan dem Pflanzer den Vorfall mit dem Document, die Reise der Yacht, die angestellten Versuche, den Kapitän Grant wieder aufzufinden; er verhehlte nicht, daß so entschieden ausgesprochene Versicherungen seine theuersten Hoffnungen zu Boden schlügen, und daß er die Hoffnung aufgebe, jemals die Schiffbrüchigen wieder zu finden.","""En nu, mylord!"" voegde hij er bij, ""zou ik wel willen weten welk belang gij er bij hebt om mij die vraag te doen?"" Nu vertelde Glenarvan den kolonist de geheele geschiedenis van het document, de reis van het jagt, de pogingen reeds aangewend om kapitein Grant terug te vinden; hij verzweeg niet, dat zijn vurigste hoop vernietigd werd door zulke stellige verzekeringen, en dat hij wanhoopte, ooit de schipbreukelingen der _Britannia_ terug te vinden."
5173,"– Ich für meine Person, Madame, gewiß.","""Voor mij is het niets, mevrouw!"
10264,"Bald strömte eine Fluth Ehrgeiziger aller Classen an den Küsten Australiens zusammen; während der letzten vier Monate des Jahres 1852 landeten in Melbourne allein 54,000 Auswanderer, eine Armee, aber ohne Führer, ohne Disciplin, eine Armee am Tage nach einem Siege, der noch nicht errungen war, kurz, 54,000 Raubgesellen der schlimmsten Art.","Weldra stroomden scharen hebzuchtigen van allerlei stand samen op de kust van Australië, en gedurende de vier laatste maanden van het jaar 1852 kwamen er alleen te Melbourne vier en vijftig duizend landverhuizers, een waar leger, maar een leger zonder aanvoerder, zonder tucht, een leger na een overwinning, die nog niet behaald was, in een woord vier en vijftig duizend plunderaars van de ergste soort."
11542,"Paganel glich einem Menschen, der auf einmal irrsinnig geworden.","Paganel geleek iemand, die plotseling waanzinnig wordt."
367,"Er würde sich nichts merken lassen und ,,nicht dergleichen tun.""","Toch wilde hij geene signalen geven, noch evenmin op die van tante acht slaan."
4835,Die Passagiere der Yacht waren in stille Betrachtung der Erscheinung des strahlenden Gestirns versunken.,In de diepste stilte zagen de passagiers van het jagt deze verschijning van het flonkerende hemelligchaam aan.
7407,"Als die Wasserwand vorüber war, tauchten die Menschen wieder auf der Oberfläche auf und zählten sich rasch. Die Pferde alle, außer Thaouka, das seinen Herrn noch trug, waren für immer verschwunden.","Toen de voorvloed voorbij was getrokken, kwamen de menschen weder boven; allen waren er, maar de paarden, uitgezonderd Thaouka, waren voor altijd verdwenen."
14300,"Die Kugeln der Eingeborenen, welche die unteren Ausläufer besetzt hielten, konnten sich dort kreuzen und ein eisernes Netz bilden, welches Niemand ungestraft überschreiten konnte.","Op zijn laagste gedeelte liep hij onder het bereik van het geweervuur. De kogels der aan de uitloopers geplaatste inlanders konden elkander kruisen en een ijzeren net spannen, waar niemand straffeloos door kon."
10496,Er schien gar nicht endigen zu wollen.,"Het scheen, dat er geen einde aan was."
11380,"Lady Helena und Mary Grant machten es sich zur ersten Sorge, die Wunde Glenarvan's zu verbinden.",Het eerste werk van lady Helena en Mary Grant was geweest de wond van Glenarvan te verbinden.
8043,In zwei Stunden!,Twee uren!
9992,Bald kam er bei der Station an.,Spoedig waren zij bij het station.
9781,"Vom Jahre 1848 an bereitete sich John Mac Doual Stuart, Ihr Landsmann, meine Freunde, auf seine Reisen vor, indem er sich in die im Norden von Adelaide belegenen Wüsten begab.","Reeds van het jaar 1848 af bereidde zich John Mac Doual Stuart, uw landgenoot, vrienden! op zijn reizen voor, door Stuart te vergezellen in de woestijnen ten noorden van Adelaïde."
12706,"Wilson und Mulrady folgten ihm, um die Jolle in See zu bringen.",Wilson en Mulrady volgden hem om de jol uit te zetten.
813,Dann ist's richtig.,"""Goed,--als je niet bang bent."""
12399,Nach ihm verfiel Kapitän Tukney und seine ganze Besatzung demselben Schicksale.,Na hem onderging kapitein Tukney met al zijn sloeproeijers hetzelfde lot.
3413,"Beides, Joe und der Schatz, sanken für den Augenblick zu sekundärer Bedeutung herunter, und Becky nahm Toms ganzes Interesse in Anspruch.",Beiden Injun Joe en de schat werden voor het oogenblik van ondergeschikt belang en Becky nam de voornaamste plaats in het hart van den knaap in.
9230,"Wird der Kapitän Grant auf unserm Wege aufgefunden, so kehren wir zusammen nach Melbourne zurück.","Vinden wij kapitein Grant op onzen togt terug, dan gaan wij gezamenlijk naar Melbourne."
4086,",,Na, und wo ist deine ,Nummer Zwei'? ,Unter dem Kreuz', he?","""En waar is uw nommer twee?--Onder het kruis, hé?"
3173,"Wer sollt's fortnehmen, wenn wir weg sind?","Wij hebben haar niet noodig, voordat wij naar het zuiden gaan."
2702,"Als er schließlich doch wieder aufstand, war er kaum dankbar, daß er geschont worden war, da er sich sagen mußte, wie einsam er sei, wie freundlos und verlassen.","Toen hij eindelijk weder buiten kwam, was hij nauwlijks dankbaar dat hij gespaard was gebleven, daar hij immers verlaten en van makkers beroofd was."
3831,"Auch auf ihn schien aus diesen friedvollen Gesichtszügen etwas wie Frieden und Vergessenheit überzugehen, seine Gedanken verloren sich in vergangenen Tagen und zauberten schöne Erinnerungen hervor.",Die kalmte bracht zijn eigen gemoed ook eenigszins tot rust en zijne gedachten dwaalden terug naar vroegere tijden en nevelachtige herinneringen.
12916,"– Alles Andere ist besser, als auf einem gestrandeten Schiffe sicher umzukommen, antwortete John Mangles.","""Het ergste wat ons kan overkomen wacht ons op dit gestrande schip: een zekere ondergang!"" antwoordde John Mangles."
3639,"Plötzlich sagte der Walliser: ,,Mein guter Junge, brauchst dich nicht vor mir zu fürchten, möcht' um alles in der Welt nicht ein Haar auf deinem Haupte krümmen.","""Jongen, wees niet zoo bang voor mij; ik zou voor al het geld van de wereld geen haar van uw hoofd willen krenken."
8918,"Lord Glenarvan drückte dem jungen Kapitän die Hand und sprach: »Dank, John.« Diese zwei Worte erfüllten John mit edlem Stolz.","Lord Glenarvan had den jeugdigen kapitein de hand gedrukt met de woorden: ""John! ik dank u!"" En John gevoelde zich rijkelijk door die eenvoudige woorden beloond."
6423,"Abends rastete man an einem verlassenen »Rancho«, einem Zweiggeslechte, das mit Koth verkittet und mit Stroh bedeckt war; diese Hütte stieß an einen mit halbverfaulten Pfählen umschlossenen Raum, der den Pferden während der Nacht immerhin genügend Schutz gegen einen Ueberfall der Füchse bot.","Des avonds hield men stil bij een onbewoonde ""rancho,"" vervaardigd uit in elkander gevlochten takken, die met modder digtgestopt en met riet bedekt waren; deze hut grensde aan een met half verrotte palen omslotene ruimte, die echter de paarden gedurende den nacht tegen de aanvallen der vossen beschermen kon."
12162,"Glenarvan und der Kapitän ritten stumm dahin, und verstanden sich doch.",Glenarvan en kapitein John reden zwijgend voort. Maar zij verstonden elkander.
11740,Sein sonst so kaltes Gesicht zeigte eine sichtliche Erregung.,Op zijn doorgaans zoo koel gelaat stond een levendige bekommering te lezen.
12027,"– Sie haben Recht, Miß Mary, er muß, erwiderte John Mangles.","""Gij hebt gelijk, miss Mary!"" antwoordde John Mangles, ""het moet."
8720,"– Nun, was meinen Sie denn, Mac Nabbs? fragte Paganel.","""Wat blieft u, Mac Nabbs!"" riep Paganel."
8220,Beim Verlassen des Atlantischen Oceans kommen wir zwei Grad unter dem Cap der Guten Hoffnung vorbei und gelangen in den Indischen Ocean.,"""Den Atlantischen oceaan verlatende, gaan wij twee graden bezuiden de kaap de Goede Hoop en komen in den Indischen oceaan."
5097,Man hat über diese Gruppe Alles gesagt und geschrieben; zudem ist sie in Hinsicht des Weinbaues herabgekommen.,"Men heeft over die groep reeds al het mogelijke gezegd en geschreven, bovendien is de druiventeelt deerlijk in verval."
6014,"Er drehte sich mit schwindelhafter Schnelligkeit, öffnete und schloß seine fürchterlichen Krallen.","Hij draaide met een duizelingwekkende snelheid rond, opende en sloot zijn vreeselijke klaauwen, en schudde zijn kraakbeenigen kam."
9139,"Er erinnerte sie an das Frühstück, welches den Freunden des Kapitäns zum Abschiede noch an Bord gegeben wurde.","Hij herinnerde hun, hoe ze tegenwoordig waren geweest bij het afscheidsmaal, dat de kapitein zijn vrienden aan boord had gegeven."
9590,Sechs Wagen folgten dem Heere.,Zes karren volgden het leger.
480,"Der Superintendent war ein schmächtiger Mann von fünfunddreißig Jahren, mit sandgelbem Ziegenbart und kurzgeschorenem sandgelbem Haar. Er trug einen steifen Stehkragen, dessen oberer Rand seine Ohren streifte und dessen scharfe Ecken bis zu den Mundwinkeln vorsprangen -- eine Planke, die ihn zwang, den Kopf stets vorzustrecken und den ganzen Körper zu drehen, wenn er zur Seite blicken wollte.","Onze catechiseermeester was een klein, nietig mannetje van vijf en dertig jaren, met borstelig, zandkleurig bokkenhaar; hij droeg een staand boord, waarvan de bovenste rand bijna tot aan zijne ooren reikte, en welks scherpe punten boven de hoeken van zijn mond uitkwamen,--een schutsmuur die hem dwong altijd rechtuit te kijken, of wanneer een zijdelingsche blik vereischt werd, het geheele lichaam om te wenden. Zijn kin werd geschraagd door een breede, zich over het gansche boord uitstrekkende das, welks tippen van franje waren voorzien."
9503,"Seine Gestaltung, seine Natur, seine Producte, sein Klima, ja sogar sein Verschwinden in der Zukunft, haben alle Gelehrten der Erde in Erstaunen gesetzt und werden es noch thun.","Haar vorming, haar natuur, haar voortbrengselen, haar klimaat, ja haar aanstaande verdwijning hebben alle geleerden der wereld verwonderd, verwonderen hen nog en zullen hen altijd verwonderen."
8017,"Ein halbe Stunde lang folgte er maschinenmäßig seinem ungeduldigen Freunde, wobei er den Kopf auf die Brust sinken ließ und ihn dann plötzlich wieder erhob.","Een half uur lang volgde hij werktuigelijk zijn ongeduldigen vriend, nu eens het hoofd op de borst latende zakken, en het dan weder plotseling oprigtende."
15607,"– Es ist, wie ich Ihnen sage, wiederholte Paganel.","""Het is zooals ik zeg!"" antwoordde Paganel."
6573,"Es vermochte den Durst nicht zu löschen, der sich nun peinigend fühlbar machte.",Het was onbruikbaar. De dorst begon verschrikkelijk te kwellen.
8264,"Auf dem siebenunddreißigsten Breitengrade stellen diese hundertundsechsundneunzig Längengrade, in Folge der Kugelform der Erde, nur 9480 Seemeilen dar.","Maar op den zeven en dertigsten breedtegraad komen die honderd zes en negentig graden, ten gevolge van de gedaante des aardbols, overeen met slechts negen duizend vier honderd tachtig zulke mijlen."
13737,"Dort ließen sich die Gefangenen, augenblicklich gegen die Wuth der Eingeborenen geschützt, auf Phormiumdecken nieder.","Daar gingen de gevangenen, voorloopig beveiligd tegen de woede der inlanders, op matten van vlas liggen."
7572,"– Um zu wissen, welche Länder der siebenunddreißigste Grad durchschneidet.","""Om te weten over welke landen de zeven en dertigste parallel heenloopt."""
